utterance_id,text,label,split,Dialogue_ID,Utterance_ID,audio_path,video_embedding_path,state_path,has_text,has_audio,has_video,state_source
d327_u1,When did I say you were boring?!,neutral,train,327,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia327_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia327_utt1.npy,data/processed/MELD_state_embeddings_fixed\d327_u1.npy,True,True,False,text_audio
d327_u3,Phoebe! You and I have,neutral,train,327,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia327_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia327_utt3.npy,data/processed/MELD_state_embeddings_fixed\d327_u3.npy,True,True,False,text_audio
d327_u4,"Oh, come on!",happy,train,327,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia327_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia327_utt4.npy,data/processed/MELD_state_embeddings_fixed\d327_u4.npy,True,True,False,text_audio
d327_u5,"Yes, remember that time on the frozen lake?",neutral,train,327,5,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia327_utt5.wav,data\processed\MELD_video_embeddings_arcface\train\dia327_utt5.npy,data/processed/MELD_state_embeddings_fixed\d327_u5.npy,True,True,False,text_audio
d327_u6,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",angry,train,327,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia327_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia327_utt6.npy,data/processed/MELD_state_embeddings_fixed\d327_u6.npy,True,True,False,text_audio
d327_u7,"Okay, there's a",neutral,train,327,7,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia327_utt7.wav,data\processed\MELD_video_embeddings_arcface\train\dia327_utt7.npy,data/processed/MELD_state_embeddings_fixed\d327_u7.npy,True,True,False,text_audio
d328_u0,"All right, I’m leaving!",angry,train,328,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt0.npy,data/processed/MELD_state_embeddings_fixed\d328_u0.npy,True,True,False,text_audio
d328_u1,Because I’m not going to spend one more day with someone whose out to sabotage my every move.,angry,train,328,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt1.npy,data/processed/MELD_state_embeddings_fixed\d328_u1.npy,True,True,False,text_audio
d328_u2,That’s you Rachel!,angry,train,328,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt2.npy,data/processed/MELD_state_embeddings_fixed\d328_u2.npy,True,True,False,text_audio
d328_u3,"Yeah, I got that.",neutral,train,328,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt3.npy,data/processed/MELD_state_embeddings_fixed\d328_u3.npy,True,True,False,text_audio
d328_u4,"And you! I throw myself at you and you say no, how gay are you?",angry,train,328,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt4.npy,data/processed/MELD_state_embeddings_fixed\d328_u4.npy,True,True,False,text_audio
d328_u5,You take care Jill.,neutral,train,328,5,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt5.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt5.npy,data/processed/MELD_state_embeddings_fixed\d328_u5.npy,True,True,False,text_audio
d328_u6,"Okay, see ya!",happy,train,328,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt6.npy,data/processed/MELD_state_embeddings_fixed\d328_u6.npy,True,True,False,text_audio
d328_u7,Bye-bye,happy,train,328,7,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt7.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt7.npy,data/processed/MELD_state_embeddings_fixed\d328_u7.npy,True,True,False,text_audio
d328_u8,"I-I can’t believe Jill’s gone.  I can’t help it, I opened a gate.",sad,train,328,8,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia328_utt8.wav,data\processed\MELD_video_embeddings_arcface\train\dia328_utt8.npy,data/processed/MELD_state_embeddings_fixed\d328_u8.npy,True,True,False,text_audio
d329_u0,"How about, you’re moving!!",happy,train,329,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt0.npy,data/processed/MELD_state_embeddings_fixed\d329_u0.npy,True,True,False,text_audio
d329_u1,Look! This is ridiculous. We should be packing you!!,angry,train,329,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt1.npy,data/processed/MELD_state_embeddings_fixed\d329_u1.npy,True,True,False,text_audio
d329_u2,"Hey, how are you guys doing?",neutral,train,329,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt2.npy,data/processed/MELD_state_embeddings_fixed\d329_u2.npy,True,True,False,text_audio
d329_u3,Great! Monica’s moving!,happy,train,329,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt3.npy,data/processed/MELD_state_embeddings_fixed\d329_u3.npy,True,True,False,text_audio
d329_u4,I am not!,angry,train,329,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt4.npy,data/processed/MELD_state_embeddings_fixed\d329_u4.npy,True,True,False,text_audio
d329_u6,"Okay, you guys. You guys I think I know what’s going on here. Okay, you guys",neutral,train,329,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt6.npy,data/processed/MELD_state_embeddings_fixed\d329_u6.npy,True,True,False,text_audio
d329_u7,No Phoebe I am mad!,angry,train,329,7,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt7.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt7.npy,data/processed/MELD_state_embeddings_fixed\d329_u7.npy,True,True,False,text_audio
d329_u8,"Well, deep-deep-deep down!",neutral,train,329,8,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt8.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt8.npy,data/processed/MELD_state_embeddings_fixed\d329_u8.npy,True,True,False,text_audio
d329_u9,"Yeah, I’m just mad!",angry,train,329,9,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt9.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt9.npy,data/processed/MELD_state_embeddings_fixed\d329_u9.npy,True,True,False,text_audio
d329_u10,Then keep running.,neutral,train,329,10,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia329_utt10.wav,data\processed\MELD_video_embeddings_arcface\train\dia329_utt10.npy,data/processed/MELD_state_embeddings_fixed\d329_u10.npy,True,True,False,text_audio
d330_u0,Okay!,neutral,train,330,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia330_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia330_utt0.npy,data/processed/MELD_state_embeddings_fixed\d330_u0.npy,True,True,False,text_audio
d330_u1,"Oh, here’s that trench-coat that you wanted.",neutral,train,330,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia330_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia330_utt1.npy,data/processed/MELD_state_embeddings_fixed\d330_u1.npy,True,True,False,text_audio
d330_u2,"Oh great!  Wow! Yeah, it’s comfortable.",happy,train,330,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia330_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia330_utt2.npy,data/processed/MELD_state_embeddings_fixed\d330_u2.npy,True,True,False,text_audio
d330_u3,Yeah?,neutral,train,330,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia330_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia330_utt3.npy,data/processed/MELD_state_embeddings_fixed\d330_u3.npy,True,True,False,text_audio
d331_u0,Oh! Here we,angry,train,331,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt0.npy,data/processed/MELD_state_embeddings_fixed\d331_u0.npy,True,True,False,text_audio
d331_u1,"All right, y'know what, we've been talking about London too much haven't we?",neutral,train,331,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt1.npy,data/processed/MELD_state_embeddings_fixed\d331_u1.npy,True,True,False,text_audio
d331_u2,I'm sorry.,neutral,train,331,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt2.npy,data/processed/MELD_state_embeddings_fixed\d331_u2.npy,True,True,False,text_audio
d331_u3,It's just 'cause I couldn't be there.,neutral,train,331,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt3.npy,data/processed/MELD_state_embeddings_fixed\d331_u3.npy,True,True,False,text_audio
d331_u4,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",sad,train,331,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt4.npy,data/processed/MELD_state_embeddings_fixed\d331_u4.npy,True,True,False,text_audio
d331_u5,Sorry.,neutral,train,331,5,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt5.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt5.npy,data/processed/MELD_state_embeddings_fixed\d331_u5.npy,True,True,False,text_audio
d331_u6,What happened?,neutral,train,331,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt6.npy,data/processed/MELD_state_embeddings_fixed\d331_u6.npy,True,True,False,text_audio
d331_u7,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",neutral,train,331,7,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt7.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt7.npy,data/processed/MELD_state_embeddings_fixed\d331_u7.npy,True,True,False,text_audio
d331_u8,"See, didn't I tell you?! You're getting over Ross already!",happy,train,331,8,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt8.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt8.npy,data/processed/MELD_state_embeddings_fixed\d331_u8.npy,True,True,False,text_audio
d331_u9,Get out!,happy,train,331,9,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia331_utt9.wav,data\processed\MELD_video_embeddings_arcface\train\dia331_utt9.npy,data/processed/MELD_state_embeddings_fixed\d331_u9.npy,True,True,False,text_audio
d332_u1,Shh.,neutral,train,332,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt1.npy,data/processed/MELD_state_embeddings_fixed\d332_u1.npy,True,True,False,text_audio
d332_u2,Shh.,neutral,train,332,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt2.npy,data/processed/MELD_state_embeddings_fixed\d332_u2.npy,True,True,False,text_audio
d332_u3,"Don’t try to talk, we’ll get you up to your room, we’ll soak your feet, you’ll be okay.",neutral,train,332,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt3.npy,data/processed/MELD_state_embeddings_fixed\d332_u3.npy,True,True,False,text_audio
d332_u4,"Oh, thank you.",neutral,train,332,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt4.npy,data/processed/MELD_state_embeddings_fixed\d332_u4.npy,True,True,False,text_audio
d332_u5,That is so sweet!,happy,train,332,5,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt5.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt5.npy,data/processed/MELD_state_embeddings_fixed\d332_u5.npy,True,True,False,text_audio
d332_u6,Yeah.,neutral,train,332,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt6.npy,data/processed/MELD_state_embeddings_fixed\d332_u6.npy,True,True,False,text_audio
d332_u7,"No, I mean it. There are so few genuinely nice guys out there.",angry,train,332,7,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt7.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt7.npy,data/processed/MELD_state_embeddings_fixed\d332_u7.npy,True,True,False,text_audio
d332_u8,"Tell me about it, I feel like I’m holding down the fort all by myself.",neutral,train,332,8,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt8.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt8.npy,data/processed/MELD_state_embeddings_fixed\d332_u8.npy,True,True,False,text_audio
d332_u9,It’s Joey right?,neutral,train,332,9,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt9.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt9.npy,data/processed/MELD_state_embeddings_fixed\d332_u9.npy,True,True,False,text_audio
d332_u10,Yeah.,neutral,train,332,10,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt10.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt10.npy,data/processed/MELD_state_embeddings_fixed\d332_u10.npy,True,True,False,text_audio
d332_u12,No!,angry,train,332,12,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt12.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt12.npy,data/processed/MELD_state_embeddings_fixed\d332_u12.npy,True,True,False,text_audio
d332_u15,How…How small are your feet?,neutral,train,332,15,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia332_utt15.wav,data\processed\MELD_video_embeddings_arcface\train\dia332_utt15.npy,data/processed/MELD_state_embeddings_fixed\d332_u15.npy,True,True,False,text_audio
d333_u0,"Uhh, do you mind sitting there. I’m-I’m saving this for my friend Ross.",neutral,train,333,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia333_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia333_utt0.npy,data/processed/MELD_state_embeddings_fixed\d333_u0.npy,True,True,False,text_audio
d333_u1,You mean Dr. Geller?,neutral,train,333,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia333_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia333_utt1.npy,data/processed/MELD_state_embeddings_fixed\d333_u1.npy,True,True,False,text_audio
d333_u3,"Oh, he won’t sit here.",neutral,train,333,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia333_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia333_utt3.npy,data/processed/MELD_state_embeddings_fixed\d333_u3.npy,True,True,False,text_audio
d333_u4,"Only the people in the white coats sit over there,  and only the people in the blue blazers sit here.",neutral,train,333,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia333_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia333_utt4.npy,data/processed/MELD_state_embeddings_fixed\d333_u4.npy,True,True,False,text_audio
d334_u0,"Yeah, it must’ve fallen out a few blocks back. I just figured we hit a dog.",happy,train,334,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt0.npy,data/processed/MELD_state_embeddings_fixed\d334_u0.npy,True,True,False,text_audio
d334_u1,Okay.,neutral,train,334,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt1.npy,data/processed/MELD_state_embeddings_fixed\d334_u1.npy,True,True,False,text_audio
d334_u2,"Listen uh, could you put Kathy on, I wanna apologize.",sad,train,334,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt2.npy,data/processed/MELD_state_embeddings_fixed\d334_u2.npy,True,True,False,text_audio
d334_u3,Oh yeah man.  Joey.,neutral,train,334,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt3.npy,data/processed/MELD_state_embeddings_fixed\d334_u3.npy,True,True,False,text_audio
d334_u4,Hey.,neutral,train,334,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt4.npy,data/processed/MELD_state_embeddings_fixed\d334_u4.npy,True,True,False,text_audio
d334_u5,"Oh no it’s fine, don’t worry about it.",neutral,train,334,5,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt5.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt5.npy,data/processed/MELD_state_embeddings_fixed\d334_u5.npy,True,True,False,text_audio
d334_u6,"Yeah-no, stop apologizing, it’s okay.",neutral,train,334,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt6.npy,data/processed/MELD_state_embeddings_fixed\d334_u6.npy,True,True,False,text_audio
d334_u7,I’ll talk to you tomorrow.,neutral,train,334,7,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt7.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt7.npy,data/processed/MELD_state_embeddings_fixed\d334_u7.npy,True,True,False,text_audio
d334_u8,"I should uh, probably go.",neutral,train,334,8,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt8.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt8.npy,data/processed/MELD_state_embeddings_fixed\d334_u8.npy,True,True,False,text_audio
d334_u9,Yeah. Yes! Yeah.,neutral,train,334,9,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt9.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt9.npy,data/processed/MELD_state_embeddings_fixed\d334_u9.npy,True,True,False,text_audio
d334_u10,I forgot my purse.,neutral,train,334,10,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt10.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt10.npy,data/processed/MELD_state_embeddings_fixed\d334_u10.npy,True,True,False,text_audio
d334_u11,Oh.,neutral,train,334,11,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt11.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt11.npy,data/processed/MELD_state_embeddings_fixed\d334_u11.npy,True,True,False,text_audio
d334_u12,"No, I really did forget my purse.",neutral,train,334,12,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia334_utt12.wav,data\processed\MELD_video_embeddings_arcface\train\dia334_utt12.npy,data/processed/MELD_state_embeddings_fixed\d334_u12.npy,True,True,False,text_audio
d335_u0,"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",neutral,train,335,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia335_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia335_utt0.npy,data/processed/MELD_state_embeddings_fixed\d335_u0.npy,True,True,False,text_audio
d335_u1,I must say it's nice to see you back on your feet.,happy,train,335,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia335_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia335_utt1.npy,data/processed/MELD_state_embeddings_fixed\d335_u1.npy,True,True,False,text_audio
d335_u2,Well I am that. And that whole rage thing is definitely behind me.,neutral,train,335,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia335_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia335_utt2.npy,data/processed/MELD_state_embeddings_fixed\d335_u2.npy,True,True,False,text_audio
d335_u3,I wonder if its time for you to rejoin our team at the museum?,neutral,train,335,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia335_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia335_utt3.npy,data/processed/MELD_state_embeddings_fixed\d335_u3.npy,True,True,False,text_audio
d336_u1,I spelled out boobies.,happy,train,336,1,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt1.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt1.npy,data/processed/MELD_state_embeddings_fixed\d336_u1.npy,True,True,False,text_audio
d336_u2,"Ross, but me down for another box of the mint treasures, okay. Where, where are the mint treasures?",neutral,train,336,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt2.npy,data/processed/MELD_state_embeddings_fixed\d336_u2.npy,True,True,False,text_audio
d336_u3,"Ah, we’re out. I sold them all.",neutral,train,336,3,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt3.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt3.npy,data/processed/MELD_state_embeddings_fixed\d336_u3.npy,True,True,False,text_audio
d336_u6,No.,sad,train,336,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt6.npy,data/processed/MELD_state_embeddings_fixed\d336_u6.npy,True,True,False,text_audio
d336_u7,"No, just, just, just a couple more boxes.",angry,train,336,7,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt7.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt7.npy,data/processed/MELD_state_embeddings_fixed\d336_u7.npy,True,True,False,text_audio
d336_u9,You gotta help me out with a couple more boxes!,sad,train,336,9,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt9.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt9.npy,data/processed/MELD_state_embeddings_fixed\d336_u9.npy,True,True,False,text_audio
d336_u11,Oh God!,sad,train,336,11,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt11.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt11.npy,data/processed/MELD_state_embeddings_fixed\d336_u11.npy,True,True,False,text_audio
d336_u12,"So, how many have you sold so far?",neutral,train,336,12,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt12.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt12.npy,data/processed/MELD_state_embeddings_fixed\d336_u12.npy,True,True,False,text_audio
d336_u15,"Okay, the other night I was leaving the museum just as ‘Laser Floyd’ was letting out of the planetarium, without even trying I sold 50 boxes!",happy,train,336,15,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt15.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt15.npy,data/processed/MELD_state_embeddings_fixed\d336_u15.npy,True,True,False,text_audio
d336_u16,"That’s when it occurred to me, the key to my success, ‘the munchies.’ So I ah, started hitting the NYU dorms around midnight.",happy,train,336,16,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt16.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt16.npy,data/processed/MELD_state_embeddings_fixed\d336_u16.npy,True,True,False,text_audio
d336_u17,I am selling cookies by the case.,happy,train,336,17,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt17.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt17.npy,data/processed/MELD_state_embeddings_fixed\d336_u17.npy,True,True,False,text_audio
d336_u18,They call me: 'Cookie Dude!',happy,train,336,18,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt18.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt18.npy,data/processed/MELD_state_embeddings_fixed\d336_u18.npy,True,True,False,text_audio
d336_u19,"Okay, stop what you’re doing, I need envelope stuffers, I need stamp lickers.....",neutral,train,336,19,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt19.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt19.npy,data/processed/MELD_state_embeddings_fixed\d336_u19.npy,True,True,False,text_audio
d336_u21,Me! On my computer.,happy,train,336,21,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia336_utt21.wav,data\processed\MELD_video_embeddings_arcface\train\dia336_utt21.npy,data/processed/MELD_state_embeddings_fixed\d336_u21.npy,True,True,False,text_audio
d337_u0,Hi.,neutral,train,337,0,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt0.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt0.npy,data/processed/MELD_state_embeddings_fixed\d337_u0.npy,True,True,False,text_audio
d337_u2,Why not? It’s built into the price of the room.,neutral,train,337,2,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt2.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt2.npy,data/processed/MELD_state_embeddings_fixed\d337_u2.npy,True,True,False,text_audio
d337_u4,Thread!,happy,train,337,4,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt4.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt4.npy,data/processed/MELD_state_embeddings_fixed\d337_u4.npy,True,True,False,text_audio
d337_u5,Score! Where are the disposable cameras?,happy,train,337,5,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt5.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt5.npy,data/processed/MELD_state_embeddings_fixed\d337_u5.npy,True,True,False,text_audio
d337_u6,What disposable cameras?,sad,train,337,6,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt6.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt6.npy,data/processed/MELD_state_embeddings_fixed\d337_u6.npy,True,True,False,text_audio
d337_u8,No you didn’t.,neutral,train,337,8,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt8.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt8.npy,data/processed/MELD_state_embeddings_fixed\d337_u8.npy,True,True,False,text_audio
d337_u10,"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",neutral,train,337,10,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt10.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt10.npy,data/processed/MELD_state_embeddings_fixed\d337_u10.npy,True,True,False,text_audio
d337_u11,"And then you said, ""Why do they call it a check?",neutral,train,337,11,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt11.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt11.npy,data/processed/MELD_state_embeddings_fixed\d337_u11.npy,True,True,False,text_audio
d337_u12,"Why not a Yugoslavian?""",neutral,train,337,12,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt12.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt12.npy,data/processed/MELD_state_embeddings_fixed\d337_u12.npy,True,True,False,text_audio
d337_u13,"Yeah, then you did that.",neutral,train,337,13,D:\mer-jit-llm\data\processed\MELD_audio\train_wav\dia337_utt13.wav,data\processed\MELD_video_embeddings_arcface\train\dia337_utt13.npy,data/processed/MELD_state_embeddings_fixed\d337_u13.npy,True,True,False,text_audio
